"LTER_site","local_site","logger","date","year","jday","airtemp_max","flag_airtemp_max","airtemp_min","flag_airtemp_min","airtemp_avg","flag_airtemp_avg","rh_max","flag_rh_max","rh_min","flag_rh_min","rh_avg","flag_rh_avg","bp_max","flag_bp_max","bp_min","flag_bp_min","bp_avg","flag_bp_avg","ws_max","flag_ws_max","ws_min","flag_ws_min","ws_avg","flag_ws_avg","wd","flag_wd","solrad_avg","flag_solrad_avg","solrad_tot","flag_solrad_tot","ppt_tot","flag_ppt_tot","snowdepth_avg","flag_snowdepth_avg","soiltemp_5cm_max","flag_soiltemp_5cm_max","soiltemp_5cm_min","flag_soiltemp_5cm_min","soiltemp_5cm_avg","flag_soiltemp_5cm_avg","soilmoist_5cm_avg","flag_soilmoist_5cm_avg","soilmoistprof_10cm_avg","flag_soilmoistprof_10cm_avg","soilmoistprof_20cm_avg","flag_soilmoistprof_20cm_avg","soilmoistprof_30cm_avg","flag_soilmoistprof_30cm_avg","soilmoistprof_50cm_avg","flag_soilmoistprof_50cm_avg","soilmoistprof_70cm_avg","flag_soilmoistprof_70cm_avg","soilmoistprof_100cm_avg","flag_soilmoistprof_100cm_avg","soilmoistprof_150cm_avg","flag_soilmoistprof_150cm_avg","soilmoistprof_200cm_avg","flag_soilmoistprof_200cm_avg","airtemp_hmp1_max","flag_airtemp_hmp1_max","airtemp_hmp1_min","flag_airtemp_hmp1_min","airtemp_hmp1_avg","flag_airtemp_hmp1_avg","airtemp_hmp2_max","flag_airtemp_hmp2_max","airtemp_hmp2_min","flag_airtemp_hmp2_min","airtemp_hmp2_avg","flag_airtemp_hmp2_avg","airtemp_hmp3_max","flag_airtemp_hmp3_max","airtemp_hmp3_min","flag_airtemp_hmp3_min","airtemp_hmp3_avg","flag_airtemp_hmp3_avg","rh_hmp1_max","flag_rh_hmp1_max","rh_hmp1_min","flag_rh_hmp1_min","rh_hmp1_avg","flag_rh_hmp1_avg","rh_hmp2_max","flag_rh_hmp2_max","rh_hmp2_min","flag_rh_hmp2_min","rh_hmp2_avg","flag_rh_hmp2_avg","rh_hmp3_max","flag_rh_hmp3_max","rh_hmp3_min","flag_rh_hmp3_min","rh_hmp3_avg","flag_rh_hmp3_avg","snowdepth_avgofmed","flag_snowdepth_avgofmed"
"NWT","c1","cr23x",2011-11-03,2011,307,12.04,"n",-14.88,"n",-2.497,"n",95.5,"n",14.85,"n",66.96,"n",715,"n",707,"n",711,"n",10.96,"n",0,"n",1.413,"n",278.3,"n",NaN,"n",8.71,"n",0,"n",NaN,"n",2.118,"n",1.038,"n",1.544,"n",0.207,"n",NaN,"n",6.287,"n",8.84,"n",5.318,"n",7.94,"n",0.43,"n",6.67,"n",0.527,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2011-11-04,2011,308,13.6,"n",-2.908,"n",3.601,"n",74.6,"n",14.4,"n",36.35,"n",708,"n",700,"n",705,"n",15.76,"n",0,"n",1.94,"n",273.4,"n",NaN,"n",10.84,"n",0,"n",NaN,"n",1.833,"n",0.627,"n",1.255,"n",0.208,"n",NaN,"n",6.287,"n",8.84,"n",5.318,"n",7.94,"n",0.43,"n",6.67,"n",0.527,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2011-11-05,2011,309,8.71,"n",-9.58,"n",-0.963,"n",88.4,"n",30.87,"n",58,"n",700,"n",688.4,"n",693.9,"n",24.68,"n",0,"n",3.091,"n",289.6,"n",NaN,"n",11.87,"n",0.02,"n",NaN,"n",2.043,"n",0.449,"n",1.245,"n",0.225,"n",NaN,"n",6.287,"n",8.84,"n",5.318,"n",7.94,"n",0.43,"n",6.67,"n",0.527,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2011-11-06,2011,310,-0.752,"n",-13.29,"n",-7.68,"n",86.3,"n",34.12,"n",61.82,"n",706,"n",695.9,"n",702,"n",17.42,"n",0,"n",2.907,"n",284.2,"n",NaN,"n",14.26,"n",0.01,"n",NaN,"n",1.446,"n",-0.053,"n",0.681,"n",0.242,"n",NaN,"n",6.287,"n",8.84,"n",5.318,"n",7.94,"n",0.43,"n",6.67,"n",0.527,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2011-11-07,2011,311,4.075,"n",-15.01,"n",-7.74,"n",95.6,"n",33.19,"n",78.6,"n",707,"n",705,"n",706,"n",4.528,"n",0,"n",0.598,"n",161.7,"n",NaN,"n",10.55,"n",0.02,"n",NaN,"n",0.952,"n",-0.419,"n",0.211,"n",0.24,"n",2.012,"n",6.78,"n",8.89,"n",5.317,"n",7.94,"n",0.43,"n",6.676,"n",0.528,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2011-11-08,2011,312,10.83,"n",-16.57,"n",-8.32,"n",93.5,"n",32.99,"n",66.18,"n",713,"n",706,"n",709,"n",10.98,"n",0,"n",1.851,"n",289.7,"n",NaN,"n",12.76,"n",0.01,"n",0.557,"n",0.732,"n",-0.703,"n",-0.019,"n",0.241,"n",11.01,"n",9.92,"n",9.23,"n",5.305,"n",7.91,"n",0.43,"n",6.718,"n",0.531,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2011-11-09,2011,313,0.996,"n",-11.84,"n",-5.782,"n",67.05,"n",16.55,"n",40.99,"n",717,"n",712,"n",715,"n",14.43,"n",0,"n",3.935,"n",303.2,"n",NaN,"n",13.15,"n",0,"n",0.569,"n",0.377,"n",-0.976,"n",-0.294,"n",0.237,"n",10.56,"n",9.86,"n",9.36,"n",5.296,"n",7.9,"n",0.429,"n",6.727,"n",0.531,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2011-11-10,2011,314,4.831,"n",-4.522,"n",-0.521,"n",37.26,"n",9.03,"n",16.41,"n",715,"n",709,"n",712,"n",18.31,"n",0,"n",6.077,"n",298.9,"n",NaN,"n",13.42,"n",0.03,"n",NaN,"n",0.275,"n",-1.313,"n",-0.471,"n",0.23,"n",6.153,"n",9.76,"n",9.45,"n",5.29,"n",7.89,"n",0.428,"n",6.734,"n",0.531,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2011-11-11,2011,315,10.22,"n",-8.66,"n",-0.381,"n",57.52,"n",7.08,"n",22.35,"n",710,"n",698.4,"n",706,"n",16.6,"n",0,"n",1.925,"n",257.8,"n",NaN,"n",13.36,"n",0,"n",NaN,"n",0.284,"n",-1.415,"n",-0.518,"n",0.233,"n",3.381,"n",9.58,"n",9.53,"n",5.284,"n",7.88,"n",0.428,"n",6.739,"n",0.531,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2011-11-12,2011,316,2.899,"n",-4.904,"n",-2.24,"n",95.8,"n",26.94,"n",68.12,"n",701,"n",686.7,"n",696,"n",29.93,"n",0,"n",6.76,"n",294.5,"n",NaN,"n",8.22,"n",0.29,"n",NaN,"n",0.225,"n",-0.994,"n",-0.332,"n",0.234,"n",NaN,"n",9.56,"n",9.54,"n",5.283,"n",7.88,"n",0.428,"n",6.74,"n",0.531,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2011-11-13,2011,317,-1.556,"n",-6.918,"n",-3.861,"n",97.5,"n",64.16,"n",81.8,"n",699.7,"n",686,"n",694.5,"n",31.61,"n",0,"n",5.885,"n",293.6,"n",NaN,"n",4.211,"n",0.8,"n",NaN,"n",-0.24,"n",-0.332,"n",-0.29,"n",0.235,"n",NaN,"n",9.56,"n",9.54,"n",5.283,"n",7.88,"n",0.428,"n",6.74,"n",0.531,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2011-11-14,2011,318,1.172,"n",-7.51,"n",-4.042,"n",84.4,"n",31.09,"n",56.47,"n",701,"n",698.6,"n",699.9,"n",16.91,"n",0,"n",2.513,"n",277.1,"n",NaN,"n",11.52,"n",0.02,"n",NaN,"n",0.015,"n",-0.503,"n",-0.242,"n",0.235,"n",NaN,"n",9.56,"n",9.54,"n",5.283,"n",7.88,"n",0.428,"n",6.74,"n",0.531,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2011-11-15,2011,319,-0.242,"n",-6.927,"n",-4.954,"n",89.7,"n",49.43,"n",69.17,"n",706,"n",700,"n",703,"n",13.43,"n",0,"n",2.545,"n",288.8,"n",NaN,"n",5.664,"n",0.16,"n",NaN,"n",0.063,"n",-0.505,"n",-0.215,"n",0.234,"n",NaN,"n",9.56,"n",9.54,"n",5.283,"n",7.88,"n",0.428,"n",6.74,"n",0.531,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2011-11-16,2011,320,-4.542,"n",-11.53,"n",-8.52,"n",80.3,"n",24.3,"n",48.11,"n",710,"n",704,"n",708,"n",13.92,"n",0,"n",3.79,"n",292.5,"n",NaN,"n",11.77,"n",0.01,"n",NaN,"n",0.076,"n",-0.513,"n",-0.2,"n",0.235,"n",NaN,"n",9.56,"n",9.54,"n",5.283,"n",7.88,"n",0.428,"n",6.74,"n",0.531,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2011-11-17,2011,321,2.142,"n",-7.95,"n",-2.651,"n",50.62,"n",30.19,"n",38.21,"n",710,"n",702,"n",705,"n",20.78,"n",0,"n",7.11,"n",296.3,"n",NaN,"n",11.04,"n",0,"n",NaN,"n",0.107,"n",-0.529,"n",-0.217,"n",0.236,"n",NaN,"n",9.56,"n",9.54,"n",5.283,"n",7.88,"n",0.428,"n",6.74,"n",0.531,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2011-11-18,2011,322,7.9,"n",-3.408,"n",0.329,"n",70.9,"n",21.9,"n",40.81,"n",702,"n",695.4,"n",699.4,"n",15.46,"n",0,"n",2.788,"n",286.4,"n",NaN,"n",11.45,"n",0,"n",NaN,"n",0.157,"n",-0.517,"n",-0.209,"n",0.234,"n",NaN,"n",9.56,"n",9.54,"n",5.283,"n",7.88,"n",0.428,"n",6.74,"n",0.531,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2011-11-19,2011,323,-0.556,"n",-9.35,"n",-5.031,"n",100,"n",40.5,"n",83.6,"n",704,"n",694.8,"n",699.8,"n",8.96,"n",0,"n",1.266,"n",255.1,"n",NaN,"n",0.826,"n",0.48,"n",NaN,"n",0.148,"n",-0.504,"n",-0.178,"n",0.236,"n",NaN,"n",9.56,"n",9.54,"n",5.283,"n",7.88,"n",0.428,"n",6.74,"n",0.531,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2011-11-20,2011,324,5.132,"n",-6.343,"n",-1.693,"n",97.1,"n",40.76,"n",67.49,"n",708,"n",703,"n",706,"n",16.05,"n",0,"n",2.258,"n",273.7,"n",NaN,"n",6.041,"n",0.04,"n",NaN,"n",0.112,"n",-0.483,"n",-0.17,"n",0.234,"n",NaN,"n",9.56,"n",9.54,"n",5.283,"n",7.88,"n",0.428,"n",6.74,"n",0.531,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2011-11-21,2011,325,5.631,"n",-7.04,"n",-2.426,"n",93.7,"n",30.41,"n",65.74,"n",710,"n",707,"n",708,"n",10.23,"n",0,"n",1.358,"n",260.4,"n",NaN,"n",8.78,"n",0.01,"n",NaN,"n",0.172,"n",-0.475,"n",-0.175,"n",0.235,"n",NaN,"n",9.56,"n",9.54,"n",5.283,"n",7.88,"n",0.428,"n",6.74,"n",0.531,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2011-11-22,2011,326,2.959,"n",-5.152,"n",-2.511,"n",79.7,"n",38.92,"n",65.42,"n",715,"n",708,"n",711,"n",17.6,"n",0,"n",3.387,"n",276.5,"n",NaN,"n",9.74,"n",0.01,"n",NaN,"n",0.148,"n",-0.483,"n",-0.187,"n",0.236,"n",NaN,"n",9.56,"n",9.54,"n",5.283,"n",7.88,"n",0.428,"n",6.74,"n",0.531,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2011-11-23,2011,327,9.19,"n",-6.278,"n",-0.415,"n",79.2,"n",13.96,"n",44.8,"n",715,"n",711,"n",714,"n",9.7,"n",0,"n",1.325,"n",206.7,"n",NaN,"n",8.01,"n",0,"n",NaN,"n",0.14,"n",-0.486,"n",-0.194,"n",0.235,"n",NaN,"n",9.56,"n",9.54,"n",5.283,"n",7.88,"n",0.428,"n",6.74,"n",0.531,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2011-11-24,2011,328,11.15,"n",-6.212,"n",3.24,"n",63.77,"n",11.48,"n",26.05,"n",712,"n",705,"n",709,"n",12.47,"n",0,"n",2.259,"n",276.8,"n",NaN,"n",9.59,"n",0,"n",NaN,"n",0.135,"n",-0.49,"n",-0.204,"n",0.237,"n",NaN,"n",9.56,"n",9.54,"n",5.283,"n",7.88,"n",0.428,"n",6.74,"n",0.531,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2011-11-25,2011,329,2.121,"n",-10.98,"n",-3.145,"n",96.3,"n",33.35,"n",64.31,"n",709,"n",701,"n",704,"n",19.8,"n",0,"n",3.478,"n",299.1,"n",NaN,"n",5.383,"n",0.26,"n",NaN,"n",0.167,"n",-0.456,"n",-0.181,"n",0.235,"n",NaN,"n",9.56,"n",9.54,"n",5.283,"n",7.88,"n",0.428,"n",6.74,"n",0.531,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2011-11-26,2011,330,-3.066,"n",-15.31,"n",-8.46,"n",84.6,"n",28.96,"n",51.38,"n",718,"n",709,"n",715,"n",12.78,"n",0,"n",3.78,"n",309.3,"n",NaN,"n",6.057,"n",0.06,"n",NaN,"n",0.155,"n",-0.522,"n",-0.201,"n",0.234,"n",NaN,"n",9.56,"n",9.54,"n",5.283,"n",7.88,"n",0.428,"n",6.74,"n",0.531,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2011-11-27,2011,331,7.54,"n",-3.763,"n",2.369,"n",51.03,"n",17.83,"n",29.76,"n",718,"n",714,"n",717,"n",16.5,"n",0.078,"n",5.888,"n",305.5,"n",NaN,"n",11.12,"n",0,"n",NaN,"n",0.118,"n",-0.559,"n",-0.249,"n",0.233,"n",NaN,"n",9.56,"n",9.54,"n",5.283,"n",7.88,"n",0.428,"n",6.74,"n",0.531,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2011-11-28,2011,332,9.99,"n",-6.647,"n",1.88,"n",82.1,"n",16.01,"n",36.96,"n",717,"n",713,"n",716,"n",13.47,"n",0,"n",2.027,"n",294.7,"n",NaN,"n",9.69,"n",0,"n",NaN,"n",NaN,"n",-0.511,"n",-0.209,"n",0.234,"n",NaN,"n",9.56,"n",9.54,"n",5.283,"n",7.88,"n",0.428,"n",6.74,"n",0.531,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2011-11-29,2011,333,6.747,"n",-6.481,"n",0.027,"n",80.7,"n",19.59,"n",45.28,"n",716,"n",710,"n",714,"n",16.44,"n",0,"n",3.303,"n",299.3,"n",NaN,"n",11.24,"n",0,"n",NaN,"n",0.171,"n",-0.476,"n",-0.183,"n",0.236,"n",NaN,"n",9.56,"n",9.54,"n",5.283,"n",7.88,"n",0.428,"n",6.74,"n",0.531,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2011-11-30,2011,334,6.053,"n",-6.61,"n",0.28,"n",94,"n",19.03,"n",39.55,"n",710,"n",704,"n",706,"n",13.7,"n",0,"n",2.281,"n",282.3,"n",NaN,"n",10.57,"n",0,"n",NaN,"n",0.183,"n",-0.461,"n",-0.181,"n",0.231,"n",NaN,"n",9.56,"n",9.54,"n",5.283,"n",7.88,"n",0.428,"n",6.74,"n",0.531,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2011-12-01,2011,335,-6.312,"n",-18.88,"n",-11.78,"n",96.7,"n",76.4,"n",89,"n",715,"n",708,"n",712,"n",4.528,"n",0,"n",0.824,"n",106,"n",NaN,"n",0.329,"n",1.18,"n",NaN,"n",0.16,"n",-0.49,"n",-0.194,"n",0.234,"n",NaN,"n",9.56,"n",9.54,"n",5.283,"n",7.88,"n",0.428,"n",6.74,"n",0.531,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2011-12-02,2011,336,2.388,"n",-16.1,"n",-6.626,"n",100,"n",43.68,"n",77.4,"n",709,"n",701,"n",704,"n",10.88,"n",0,"n",1.398,"n",274.3,"n",NaN,"n",5.122,"n",0.15,"n",NaN,"n",0.154,"n",-0.506,"n",-0.218,"n",0.233,"n",NaN,"n",9.56,"n",9.54,"n",5.283,"n",7.88,"n",0.428,"n",6.74,"n",0.531,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2011-12-03,2011,337,-10.41,"n",-18.32,"n",-13.67,"n",95.6,"n",70.5,"n",86.2,"n",705,"n",702,"n",703,"n",3.881,"n",0,"n",0.526,"n",110.7,"n",NaN,"n",0.462,"n",0.96,"n",NaN,"n",0.17,"n",-0.487,"n",-0.19,"n",0.233,"n",NaN,"n",9.56,"n",9.54,"n",5.283,"n",7.88,"n",0.428,"n",6.74,"n",0.531,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2011-12-04,2011,338,-8.69,"n",-20.44,"n",-15.18,"n",92,"n",53.49,"n",80.4,"n",708,"n",701,"n",704,"n",11.6,"n",0,"n",1.535,"n",327.8,"n",NaN,"n",0.36,"n",0.57,"n",NaN,"n",0.149,"n",-0.472,"n",-0.197,"n",0.233,"n",NaN,"n",9.56,"n",9.54,"n",5.283,"n",7.88,"n",0.428,"n",6.74,"n",0.531,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
