"Date","Plot","Tag","N_infl","Fl_open","Fl_done","Q","Page","Notes","RecordID"
2022-07-18,163,2064,2,0,6,NA,NA,NA,30762
2022-07-18,163,2122,2,0,5,NA,NA,NA,30763
2022-07-18,164,2071,2,0,5,NA,NA,NA,30764
2022-07-21,117,2131,1,0,2,NA,NA,"",30938
2022-07-21,130,2112,1,0,6,NA,NA,"",30939
2022-07-21,130,2138,2,0,2,NA,NA,"",30940
2022-07-21,130,2140,1,0,3,NA,NA,"",30941
2022-07-21,130,2164,1,0,6,NA,NA,"",30942
2022-07-21,130,2168,1,0,4,NA,NA,"",30943
2022-07-21,133,2151,1,0,3,NA,NA,"",30944
2022-07-21,133,2152,3,0,23,NA,NA,"",30945
2022-07-21,133,2154,1,0,2,NA,NA,"",30946
2022-07-21,133,2163,1,0,3,NA,NA,"",30947
2022-07-21,133,2165,1,0,4,NA,NA,"",30948
2022-07-21,146,2137,1,0,6,NA,NA,"",30949
2022-07-21,146,2155,1,0,2,NA,NA,"",30950
2022-07-21,150,2123,1,0,2,NA,NA,"",30951
2022-07-21,150,2128,1,0,1,NA,NA,"",30952
2022-07-21,150,2136,1,0,1,NA,NA,"",30953
2022-07-21,151,2139,1,0,2,NA,NA,"",30954
2022-07-21,151,2146,1,0,4,NA,NA,"",30955
2022-07-21,151,2158,0,0,0,NA,NA,"",30956
2022-07-21,151,1160,1,0,2,NA,NA,"",30957
2022-07-21,153,2153,1,0,2,NA,NA,"",30958
2022-07-21,158,2147,1,0,3,NA,NA,"",30959
2022-07-21,162,2201,2,0,8,NA,NA,"[dupe tag changed 2026->2201 jan 2023]",30960
2022-07-21,162,2109,1,0,2,NA,NA,"",30961
